Age,Income,LoanAmount,CreditScore,EmploymentLength,DebtToIncomeRatio,OpenCreditLines,LatePayments,HomeOwnership,LoanPurpose,AppSessionTime,UtilityPaymentLatency,SocialSentimentScore,OverdraftFrequency,NumInquiries,BankLoyaltyScore,SupportContactFrequency,DeviceType,TransactionConsistency,NighttimeTransactionRatio,LoanStatus
57,68335,11022,692,0,0.95,12,0,MORTGAGE,other,1.7,4,53.4,2,5,3,9,desktop,78.9,0.037,0
64,67379,5088,722,4,0.906,9,0,RENT,home_improvement,10.5,15,41.4,0,2,16,8,desktop,100.0,0.056,1
62,74370,11513,667,30,0.95,14,0,MORTGAGE,car,6.9,10,72.6,1,3,8,10,mobile,73.9,0.246,1
26,34405,7311,726,23,0.95,8,1,OWN,education,10.8,1,84.6,4,9,7,5,mobile,63.2,0.182,0
55,44367,8985,724,10,0.95,11,5,RENT,car,3.6,0,73.0,0,3,15,4,mobile,77.8,0.081,1
59,43141,5336,712,27,0.95,15,0,MORTGAGE,debt_consolidation,6.0,1,76.1,3,4,1,5,mobile,75.5,0.261,1
52,72506,9405,679,0,0.95,14,3,RENT,medical,11.5,0,53.6,5,7,8,5,mobile,73.5,0.2,0
57,50092,12975,615,1,0.95,7,2,RENT,other,15.7,22,73.2,7,2,8,1,desktop,66.7,0.132,0
58,57653,6485,675,27,0.95,8,1,MORTGAGE,medical,5.4,2,57.2,0,8,4,3,mobile,75.6,0.171,1
41,88376,7024,689,20,0.95,9,3,MORTGAGE,medical,4.0,0,68.8,0,2,6,5,mobile,61.9,0.089,0
22,79891,10741,576,18,0.95,2,2,MORTGAGE,medical,12.1,5,75.0,4,9,17,5,mobile,77.2,0.29,1
41,50374,10849,689,10,0.95,4,0,OWN,car,3.0,0,63.9,0,6,14,4,mobile,95.1,0.067,1
30,40075,3382,674,25,0.95,11,0,RENT,debt_consolidation,3.2,3,79.5,0,9,7,1,mobile,73.2,0.06,0
26,90298,20054,608,18,0.95,2,3,RENT,other,9.1,3,65.7,2,5,18,3,mobile,71.8,0.164,0
26,76746,11064,661,13,0.95,10,1,RENT,debt_consolidation,16.3,5,71.8,1,7,2,5,mobile,51.4,0.352,1
52,26296,11834,662,11,0.95,8,0,RENT,education,4.6,30,94.5,0,6,18,2,desktop,77.8,0.052,1
43,47055,8456,786,10,0.95,8,1,MORTGAGE,home_improvement,6.5,0,75.0,0,1,17,5,mobile,100.0,0.207,1
45,58366,4264,692,17,0.877,13,0,MORTGAGE,car,8.4,1,57.5,3,0,4,3,mobile,88.4,0.155,1
54,76916,11730,736,20,0.95,5,0,OWN,education,6.1,0,61.3,0,9,18,3,mobile,80.0,0.178,1
45,81597,7143,673,24,0.95,12,2,OWN,medical,0.9,4,80.2,0,5,2,11,mobile,77.4,0.23,0
49,61559,11132,576,12,0.95,12,2,OWN,debt_consolidation,11.2,3,82.6,7,1,12,10,mobile,56.2,0.102,1
24,70500,8205,716,7,0.95,15,0,OWN,car,8.7,30,67.5,2,6,12,8,desktop,83.5,0.132,1
59,55763,9850,643,17,0.95,13,0,MORTGAGE,debt_consolidation,9.5,5,46.6,0,2,20,5,mobile,91.4,0.102,1
41,40005,6568,661,18,0.95,8,4,RENT,debt_consolidation,7.4,0,54.7,0,3,4,9,desktop,71.5,0.248,1
27,48167,12654,622,8,0.95,6,0,RENT,home_improvement,14.1,0,70.5,2,8,18,1,mobile,87.8,0.239,1
57,54641,5567,684,2,0.95,12,0,MORTGAGE,other,6.0,2,76.1,2,5,2,2,desktop,67.5,0.071,1
54,53337,21987,738,10,0.95,14,0,MORTGAGE,other,3.7,0,82.1,4,5,5,9,mobile,72.3,0.177,1
23,23190,21921,731,2,0.95,5,0,RENT,car,14.7,0,39.5,0,5,0,10,desktop,63.6,0.223,1
29,45303,17207,767,2,0.95,6,0,RENT,medical,0.0,1,80.2,1,2,10,1,mobile,89.4,0.039,1
21,55564,14916,775,29,0.95,8,0,OWN,debt_consolidation,7.4,1,88.0,0,7,19,5,mobile,94.8,0.247,1
33,47733,8657,567,24,0.95,2,1,RENT,debt_consolidation,7.7,6,34.5,8,5,4,1,mobile,60.0,0.145,0
25,48481,14280,614,1,0.95,5,2,RENT,medical,7.5,6,67.9,1,3,1,11,mobile,76.7,0.118,1
52,67481,8617,580,10,0.95,3,2,OWN,medical,1.8,6,78.6,4,7,11,4,mobile,73.0,0.248,0
44,33339,4811,714,7,0.95,12,0,MORTGAGE,medical,3.3,0,48.2,2,5,0,9,desktop,100.0,0.229,0
65,26040,16339,641,30,0.95,8,1,RENT,debt_consolidation,11.8,3,61.0,2,2,13,9,mobile,87.5,0.054,1
54,46320,14066,653,13,0.95,10,0,OWN,home_improvement,13.5,1,75.8,1,7,15,1,mobile,52.3,0.2,1
48,76409,8844,668,8,0.95,2,0,MORTGAGE,debt_consolidation,6.3,1,60.7,1,5,15,11,mobile,74.8,0.198,1
43,115774,5486,701,19,0.569,9,5,RENT,medical,4.3,20,62.9,4,1,1,11,mobile,77.5,0.0,0
23,77031,7083,598,14,0.95,11,2,RENT,debt_consolidation,0.9,17,71.1,3,2,11,7,mobile,40.8,0.189,1
24,27981,4322,610,5,0.95,11,2,OWN,home_improvement,11.8,5,51.6,4,7,6,11,mobile,71.8,0.121,1
48,48798,13069,680,9,0.95,12,0,OWN,car,12.0,4,53.1,3,3,2,10,desktop,100.0,0.229,1
21,60809,4716,745,3,0.931,2,4,RENT,debt_consolidation,0.0,0,74.6,0,7,7,6,mobile,75.5,0.09,0
22,58684,10044,678,21,0.95,9,0,RENT,home_improvement,0.0,3,81.3,1,2,5,6,mobile,94.4,0.159,0
30,69057,6390,636,30,0.95,8,0,OWN,medical,8.5,0,73.6,0,9,15,11,mobile,92.0,0.113,1
60,35858,5061,561,25,0.95,14,3,MORTGAGE,debt_consolidation,9.1,7,87.1,3,7,9,2,mobile,71.8,0.106,0
41,55783,9851,732,11,0.95,11,0,MORTGAGE,car,6.1,15,73.9,1,2,1,5,desktop,88.8,0.0,1
52,65457,7836,639,15,0.95,15,1,RENT,other,7.9,1,93.9,0,3,5,6,mobile,68.1,0.225,1
39,78555,12522,616,1,0.95,1,1,MORTGAGE,debt_consolidation,7.0,3,68.9,2,3,3,1,mobile,84.8,0.231,1
28,37700,5394,585,11,0.95,7,2,RENT,debt_consolidation,8.1,15,71.5,3,5,1,8,mobile,75.1,0.155,0
37,46383,6615,600,0,0.95,11,2,OWN,car,4.4,2,73.6,4,3,18,7,mobile,72.2,0.176,1
25,20000,3446,627,23,0.95,2,1,RENT,car,8.0,0,59.2,0,8,18,0,desktop,82.0,0.099,1
55,40960,3738,666,28,0.95,10,1,RENT,other,5.3,0,57.1,1,1,1,10,mobile,67.7,0.225,0
29,42788,18385,613,5,0.95,4,1,RENT,debt_consolidation,5.0,6,55.4,3,1,10,5,desktop,77.6,0.167,0
37,34241,20608,690,20,0.95,2,0,MORTGAGE,education,0.5,2,60.2,0,0,18,1,mobile,78.2,0.154,1
65,58368,9294,666,18,0.95,10,1,RENT,home_improvement,7.3,1,97.0,0,6,12,1,desktop,76.2,0.253,1
47,52829,6441,802,12,0.95,7,0,OWN,debt_consolidation,11.2,1,93.5,2,8,9,3,mobile,100.0,0.059,1
41,20000,7948,586,22,0.95,7,2,OWN,home_improvement,6.7,4,63.4,2,3,2,4,desktop,59.7,0.014,1
45,59694,12701,688,21,0.95,5,0,MORTGAGE,home_improvement,6.6,0,62.1,5,8,1,4,mobile,68.8,0.181,1
56,35677,7290,689,8,0.95,11,0,OWN,debt_consolidation,13.0,0,37.9,2,4,19,6,desktop,92.1,0.135,1
32,67411,9848,623,24,0.95,10,0,MORTGAGE,debt_consolidation,12.1,0,54.1,6,2,13,7,mobile,58.4,0.071,1
49,30429,8910,685,20,0.95,11,2,OWN,debt_consolidation,14.9,3,56.7,0,7,18,8,mobile,87.5,0.162,1
60,54913,7133,722,9,0.95,12,0,MORTGAGE,car,17.0,4,61.8,1,0,20,5,mobile,62.0,0.175,1
46,47695,7256,685,22,0.95,10,0,RENT,debt_consolidation,8.2,0,60.0,1,9,8,4,desktop,54.5,0.212,1
41,62093,10070,756,19,0.95,2,4,OWN,debt_consolidation,3.4,0,71.0,1,9,19,8,mobile,96.3,0.073,1
27,57303,6059,560,3,0.95,3,2,OWN,debt_consolidation,5.9,8,78.8,6,8,4,1,desktop,67.4,0.121,0
32,48299,10729,633,5,0.95,15,2,OWN,medical,10.3,0,57.8,1,8,14,10,mobile,69.8,0.171,0
63,27138,7416,761,10,0.95,5,0,OWN,other,13.8,1,88.1,0,9,20,5,mobile,68.4,0.228,1
45,27869,9423,730,1,0.95,7,0,OWN,debt_consolidation,3.8,1,72.8,2,4,11,7,desktop,82.4,0.214,1
34,41658,15578,709,12,0.95,6,0,RENT,other,9.0,0,80.4,0,0,12,1,mobile,71.9,0.115,1
39,53975,8373,747,14,0.95,15,0,RENT,car,4.8,0,61.8,0,5,11,1,mobile,92.2,0.186,1
47,41204,12938,574,24,0.95,13,3,RENT,other,7.4,19,75.7,4,4,17,1,mobile,47.3,0.114,1
45,71779,4373,723,5,0.731,8,0,MORTGAGE,home_improvement,7.4,0,74.3,0,7,10,4,desktop,72.5,0.121,1
52,47779,7419,738,17,0.95,11,1,MORTGAGE,home_improvement,9.5,0,88.5,2,8,10,8,desktop,92.4,0.128,1
32,35093,9055,643,20,0.95,9,2,MORTGAGE,medical,16.1,0,77.1,0,8,7,11,mobile,64.6,0.105,1
50,47804,19328,824,13,0.95,10,1,RENT,car,9.9,3,80.0,4,8,20,7,mobile,69.0,0.201,1
40,59972,4089,690,28,0.818,15,0,RENT,education,6.3,3,60.6,0,8,1,5,mobile,65.8,0.215,0
63,62705,8617,559,9,0.95,11,1,MORTGAGE,education,5.6,3,84.7,1,4,15,6,mobile,68.1,0.122,1
28,126156,16037,700,12,0.95,2,0,MORTGAGE,home_improvement,7.2,1,50.1,0,6,8,2,mobile,100.0,0.162,1
27,40094,6542,640,0,0.95,8,3,MORTGAGE,car,4.5,1,60.0,2,2,7,2,desktop,80.0,0.123,1
41,52414,8224,744,12,0.95,13,1,RENT,home_improvement,8.6,0,71.9,0,6,12,10,mobile,74.9,0.084,1
43,65628,10226,710,0,0.95,1,1,RENT,car,0.0,0,51.9,0,5,15,11,mobile,67.2,0.074,0
52,53608,9641,647,30,0.95,6,0,MORTGAGE,car,7.2,0,55.1,0,0,7,10,desktop,83.3,0.272,1
39,43249,16753,762,7,0.95,4,0,RENT,car,7.5,1,55.1,0,7,10,10,desktop,68.2,0.098,1
62,26980,10715,731,25,0.95,11,0,OWN,debt_consolidation,3.4,2,73.3,4,6,20,8,mobile,53.5,0.194,0
42,43050,15231,634,3,0.95,3,0,MORTGAGE,other,6.5,30,65.8,1,6,9,10,mobile,80.6,0.177,1
26,33417,7754,671,8,0.95,10,0,MORTGAGE,debt_consolidation,12.5,1,81.5,1,2,16,0,mobile,89.5,0.067,1
26,24910,6659,708,3,0.95,1,0,OWN,debt_consolidation,12.8,2,94.3,0,2,8,0,desktop,89.8,0.18,1
64,37871,8182,659,11,0.95,14,0,OWN,debt_consolidation,5.9,20,71.8,1,0,20,10,desktop,82.5,0.171,1
27,33820,5633,661,18,0.95,5,1,MORTGAGE,debt_consolidation,10.1,0,60.8,3,0,8,0,mobile,93.6,0.148,1
63,70453,10866,682,13,0.95,7,0,RENT,home_improvement,2.0,1,73.2,0,7,7,3,desktop,75.5,0.119,1
33,71004,7674,621,18,0.95,12,0,MORTGAGE,debt_consolidation,6.8,3,55.5,4,8,15,5,mobile,73.1,0.15,1
25,36071,6845,557,24,0.95,6,3,OWN,debt_consolidation,8.9,8,67.1,2,3,17,6,desktop,63.3,0.183,1
34,48190,10932,693,1,0.95,2,1,OWN,debt_consolidation,14.1,10,100.0,0,4,5,3,desktop,81.8,0.09,1
48,23477,5668,570,13,0.95,14,2,MORTGAGE,debt_consolidation,12.8,5,65.2,5,3,19,10,mobile,83.2,0.251,1
40,43371,12188,625,18,0.95,2,2,MORTGAGE,other,8.8,10,72.2,1,8,6,4,mobile,75.4,0.198,1
56,64831,7396,582,16,0.95,8,1,RENT,car,4.4,4,65.7,2,8,18,9,mobile,67.9,0.0,1
48,78529,14238,589,4,0.95,2,2,OWN,debt_consolidation,13.4,8,62.3,7,8,10,8,mobile,86.6,0.134,0
39,39306,7653,703,6,0.95,11,3,OWN,car,6.6,0,74.7,3,0,12,0,desktop,85.2,0.299,1
49,86971,11531,667,11,0.95,5,0,OWN,car,9.8,0,50.2,8,9,5,11,mobile,56.2,0.175,0
64,27390,9622,665,20,0.95,14,1,MORTGAGE,car,7.5,0,65.7,2,0,3,2,desktop,100.0,0.099,0
39,30902,12059,607,30,0.95,4,1,RENT,debt_consolidation,16.0,7,49.0,3,3,2,7,mobile,66.5,0.195,0
27,74559,9358,643,11,0.95,11,0,MORTGAGE,car,5.6,0,89.6,1,2,2,7,desktop,41.1,0.002,1
39,114921,4604,700,16,0.481,1,0,MORTGAGE,debt_consolidation,11.7,0,81.8,0,6,14,0,desktop,72.7,0.169,1
58,67646,13407,677,9,0.95,2,0,RENT,debt_consolidation,7.7,2,57.2,0,2,12,11,mobile,68.6,0.115,1
30,53202,8647,725,1,0.95,5,0,OWN,other,10.3,1,42.0,3,5,12,0,mobile,71.8,0.153,1
63,20174,12281,733,12,0.95,14,0,MORTGAGE,home_improvement,14.5,0,74.9,0,8,19,5,mobile,77.5,0.057,1
47,21805,11803,666,10,0.95,15,0,OWN,debt_consolidation,0.0,1,67.4,4,1,19,2,mobile,87.4,0.12,1
48,57425,6573,578,4,0.95,10,1,MORTGAGE,debt_consolidation,7.7,9,99.4,3,8,10,2,desktop,80.3,0.0,1
35,46114,6211,638,20,0.95,6,0,RENT,medical,4.4,3,87.6,0,4,15,0,desktop,94.9,0.107,1
62,32938,11639,674,8,0.95,5,0,RENT,debt_consolidation,9.8,1,76.9,0,5,1,1,mobile,98.8,0.158,0
22,55798,7932,637,6,0.95,4,0,RENT,home_improvement,10.8,4,60.6,0,4,12,1,mobile,75.4,0.228,1
34,57057,13024,621,12,0.95,6,0,RENT,debt_consolidation,6.1,5,64.3,0,1,9,8,desktop,50.8,0.323,1
39,82867,8339,683,29,0.95,8,1,MORTGAGE,debt_consolidation,5.9,0,72.2,0,1,5,0,mobile,45.5,0.093,1
42,57611,13485,813,19,0.95,11,5,RENT,home_improvement,8.8,0,73.0,2,0,9,6,desktop,99.5,0.185,1
42,94163,10608,653,13,0.95,4,0,OWN,debt_consolidation,2.9,0,58.1,0,3,4,3,mobile,77.2,0.126,1
27,54372,10049,679,25,0.95,1,0,RENT,home_improvement,9.3,2,48.9,0,0,10,0,mobile,97.5,0.129,1
31,51436,7711,607,0,0.95,9,5,RENT,debt_consolidation,4.7,21,95.0,1,4,10,0,mobile,58.7,0.156,0
25,87460,9828,748,10,0.95,4,1,MORTGAGE,other,10.9,0,68.5,0,4,5,10,desktop,61.5,0.139,1
46,34881,14431,728,16,0.95,7,5,MORTGAGE,car,2.7,1,73.9,4,7,9,10,desktop,70.1,0.281,1
36,192240,8763,724,15,0.547,11,1,RENT,debt_consolidation,5.7,0,56.0,4,7,6,7,desktop,83.6,0.129,0
46,64143,11075,754,20,0.95,14,2,MORTGAGE,debt_consolidation,5.0,1,87.1,0,8,11,6,mobile,72.9,0.07,1
47,64304,9123,656,21,0.95,9,0,RENT,medical,6.8,5,82.6,0,0,18,2,mobile,97.6,0.163,1
52,68617,9413,663,14,0.95,14,0,OWN,medical,13.5,4,68.8,0,7,9,10,mobile,72.3,0.075,1
45,126085,17843,774,28,0.95,5,1,OWN,home_improvement,11.4,20,70.9,2,2,18,5,mobile,80.4,0.124,1
50,77391,14482,714,28,0.95,11,1,MORTGAGE,debt_consolidation,6.1,1,72.0,0,8,4,8,desktop,57.1,0.224,1
47,26311,9244,557,14,0.95,15,4,RENT,home_improvement,6.1,4,69.4,3,9,20,9,mobile,80.7,0.133,1
50,101881,9757,705,27,0.95,4,5,MORTGAGE,debt_consolidation,11.5,10,75.8,0,0,8,5,desktop,75.5,0.186,1
48,46472,6763,648,19,0.95,12,0,RENT,debt_consolidation,3.3,2,73.3,2,5,6,3,mobile,81.8,0.135,1
35,56853,8357,729,4,0.95,8,0,OWN,home_improvement,8.1,20,65.5,0,5,0,5,mobile,68.0,0.168,1
32,30465,10135,702,3,0.95,14,3,RENT,medical,5.6,0,51.6,0,2,17,10,mobile,72.9,0.101,1
56,68651,12585,584,2,0.95,5,4,RENT,home_improvement,7.3,7,67.6,3,2,11,8,mobile,72.1,0.207,0
36,40412,12085,694,6,0.95,15,2,RENT,debt_consolidation,11.2,0,78.5,2,1,3,8,mobile,83.6,0.058,1
45,56674,5746,691,9,0.95,12,1,MORTGAGE,debt_consolidation,5.3,5,77.4,2,4,11,3,desktop,85.5,0.094,1
29,47675,13237,699,2,0.95,11,5,MORTGAGE,car,11.9,0,86.4,1,7,5,3,desktop,91.1,0.156,1
40,128831,8643,711,18,0.805,1,0,RENT,home_improvement,16.8,4,87.9,0,7,14,6,mobile,87.0,0.208,1
44,132193,6034,762,12,0.548,2,0,MORTGAGE,car,10.4,1,77.8,1,7,8,0,mobile,94.8,0.165,1
49,55322,15284,702,18,0.95,10,0,RENT,car,7.7,2,70.6,0,9,14,1,mobile,69.4,0.186,1
44,55759,16080,681,15,0.95,8,0,MORTGAGE,home_improvement,12.6,3,72.8,1,6,3,6,mobile,75.1,0.065,1
37,45796,9952,743,8,0.95,5,2,RENT,home_improvement,3.6,0,60.0,3,3,17,9,mobile,66.1,0.128,0
64,89117,11891,803,19,0.95,13,0,MORTGAGE,other,14.1,0,79.2,0,2,9,4,mobile,83.8,0.167,1
44,46723,12173,730,29,0.95,8,1,RENT,education,5.0,2,86.5,3,5,16,3,mobile,83.5,0.154,1
57,44819,15651,691,9,0.95,7,0,OWN,home_improvement,16.7,15,82.6,4,4,11,8,desktop,83.2,0.074,1
54,84151,11983,703,9,0.95,5,1,MORTGAGE,car,5.1,0,75.8,5,1,2,2,desktop,86.6,0.091,0
46,42522,5265,694,15,0.95,15,0,RENT,debt_consolidation,10.6,0,64.6,0,3,18,1,desktop,97.1,0.141,1
60,53264,20009,681,24,0.95,6,1,MORTGAGE,debt_consolidation,1.8,5,63.0,4,6,18,8,mobile,60.9,0.202,1
26,26593,13715,799,16,0.95,4,0,RENT,debt_consolidation,7.1,0,65.8,0,1,9,5,mobile,65.4,0.297,1
62,74376,7304,638,25,0.95,11,0,OWN,medical,3.7,0,57.8,0,2,8,1,mobile,74.6,0.074,1
59,129753,5932,743,2,0.549,1,0,OWN,other,2.2,5,71.8,1,2,2,7,mobile,100.0,0.154,1
43,74948,10959,673,3,0.95,9,1,MORTGAGE,car,12.8,3,28.8,0,4,14,11,desktop,96.7,0.079,1
54,104591,8012,598,12,0.919,9,2,RENT,medical,3.1,4,60.5,1,8,9,4,mobile,72.8,0.148,0
44,37021,10219,669,7,0.95,4,5,RENT,debt_consolidation,5.1,20,69.0,4,3,2,8,mobile,74.3,0.123,1
33,60255,12057,649,0,0.95,12,3,OWN,other,4.6,3,100.0,0,1,13,8,mobile,81.4,0.179,1
56,35439,7140,711,6,0.95,1,0,RENT,debt_consolidation,12.6,0,68.1,1,0,4,8,desktop,92.6,0.011,1
32,48899,5730,685,8,0.95,15,0,MORTGAGE,other,12.1,1,68.6,3,6,4,5,mobile,67.9,0.127,1
35,76688,10450,623,28,0.95,13,0,MORTGAGE,debt_consolidation,13.1,5,56.3,0,7,19,0,desktop,70.6,0.158,1
44,56716,7235,760,24,0.95,3,0,RENT,debt_consolidation,4.9,2,92.1,5,0,19,1,mobile,93.9,0.164,1
58,28690,9494,739,10,0.95,8,0,RENT,car,13.4,1,56.6,7,6,2,6,mobile,92.6,0.173,0
38,29979,5233,767,29,0.95,3,3,RENT,debt_consolidation,4.8,0,96.5,0,9,13,6,desktop,99.6,0.161,1
43,29099,8096,693,25,0.95,10,4,MORTGAGE,debt_consolidation,5.0,0,57.6,1,8,9,0,mobile,52.4,0.238,1
22,67586,11920,678,7,0.95,6,0,MORTGAGE,car,5.2,2,81.2,0,9,3,2,mobile,88.9,0.243,0
26,137139,11411,718,14,0.95,8,2,OWN,medical,5.4,0,67.2,6,9,1,3,mobile,77.8,0.135,0
23,100018,6533,648,28,0.784,15,2,MORTGAGE,debt_consolidation,7.6,4,60.1,0,7,18,9,mobile,86.3,0.114,1
24,23082,5612,687,14,0.95,10,0,OWN,home_improvement,4.6,0,82.1,0,4,1,8,desktop,75.2,0.164,1
60,102691,9012,670,11,0.95,14,3,OWN,car,8.9,0,86.6,2,6,12,10,mobile,84.5,0.207,1
58,82568,11208,599,28,0.95,10,5,OWN,debt_consolidation,0.0,5,65.4,4,7,20,2,mobile,71.6,0.153,1
57,27028,10531,687,20,0.95,8,4,OWN,home_improvement,8.9,4,67.7,1,7,8,10,mobile,70.9,0.074,1
23,47267,7296,655,13,0.95,1,2,RENT,car,3.6,1,62.2,0,3,13,8,desktop,68.1,0.217,1
24,88697,10088,666,26,0.95,2,0,OWN,education,5.3,0,71.1,2,4,9,0,desktop,75.5,0.178,0
33,69404,16333,700,23,0.95,8,0,OWN,home_improvement,5.4,1,52.7,2,4,13,6,mobile,61.2,0.273,1
46,30059,9721,749,10,0.95,8,5,OWN,car,11.8,1,30.3,1,8,9,3,mobile,87.7,0.098,1
36,71313,4660,633,13,0.784,8,0,OWN,home_improvement,10.0,5,41.8,2,8,5,10,mobile,73.8,0.167,1
42,20705,9714,661,1,0.95,13,0,RENT,medical,7.3,0,64.9,0,9,11,5,desktop,91.5,0.18,1
28,49008,20284,637,3,0.95,2,0,MORTGAGE,medical,5.1,0,53.0,0,8,3,5,mobile,86.6,0.134,1
53,90407,5351,634,29,0.71,10,0,RENT,home_improvement,11.1,5,66.4,0,1,11,11,desktop,100.0,0.084,0
35,54627,9062,647,1,0.95,12,0,OWN,debt_consolidation,15.2,1,60.8,0,3,12,3,mobile,56.2,0.17,1
23,43281,8180,669,25,0.95,10,2,RENT,education,7.9,1,58.1,0,4,20,7,mobile,74.7,0.12,0
54,80838,9305,712,6,0.95,4,0,RENT,car,1.6,0,58.9,0,8,5,10,desktop,94.0,0.152,1
61,84006,9679,697,16,0.95,7,0,OWN,car,5.2,5,81.5,0,0,2,6,mobile,81.6,0.153,0
21,97686,14129,621,22,0.95,1,0,RENT,home_improvement,10.2,15,71.3,1,7,5,5,mobile,75.2,0.076,1
40,80294,9264,751,30,0.95,3,1,RENT,debt_consolidation,6.2,0,89.9,1,8,18,3,desktop,73.7,0.12,1
58,88134,14927,731,11,0.95,13,2,RENT,home_improvement,4.6,0,69.4,3,1,8,3,desktop,87.0,0.121,1
52,75343,8544,630,28,0.95,10,3,MORTGAGE,home_improvement,4.4,0,41.3,0,3,3,10,mobile,80.4,0.155,1
59,61052,7785,747,14,0.95,13,3,RENT,home_improvement,8.4,0,53.4,0,6,6,4,mobile,87.0,0.183,1
39,56403,6852,697,26,0.95,11,0,OWN,debt_consolidation,1.9,1,69.6,0,5,16,3,mobile,91.1,0.172,1
37,48690,4329,671,3,0.95,4,2,OWN,medical,7.9,0,71.4,2,4,19,5,mobile,100.0,0.211,0
52,31396,10000,699,8,0.95,13,1,MORTGAGE,home_improvement,8.4,1,59.8,1,2,3,0,mobile,66.5,0.161,0
27,35246,20366,678,19,0.95,11,1,MORTGAGE,medical,6.2,0,56.9,0,0,12,2,mobile,85.6,0.29,1
31,47719,10757,709,21,0.95,3,1,MORTGAGE,debt_consolidation,3.8,0,59.5,0,2,20,10,desktop,79.8,0.177,1
48,60395,11786,690,24,0.95,1,0,MORTGAGE,home_improvement,12.1,20,66.0,0,5,1,9,mobile,86.4,0.057,1
51,103608,7592,661,11,0.879,12,0,RENT,debt_consolidation,2.7,0,67.3,0,2,3,10,mobile,95.2,0.123,0
26,53167,8121,568,19,0.95,11,2,OWN,medical,8.7,21,52.6,3,9,10,9,mobile,85.4,0.374,0
43,85098,13278,708,19,0.95,2,0,MORTGAGE,car,10.9,1,71.4,2,1,1,0,mobile,71.5,0.056,1
37,88053,20000,659,30,0.95,7,2,OWN,home_improvement,8.6,0,71.3,0,7,11,5,desktop,56.4,0.183,1
43,48818,16239,722,3,0.95,14,0,MORTGAGE,other,12.9,1,66.5,4,3,14,1,mobile,76.8,0.308,1
64,70800,12358,706,0,0.95,12,1,RENT,debt_consolidation,3.5,30,58.3,0,2,7,0,mobile,76.9,0.064,1
24,48553,9082,660,17,0.95,13,2,OWN,home_improvement,4.8,4,77.4,0,2,19,2,desktop,42.2,0.261,1
65,98220,9739,736,0,0.95,6,0,OWN,medical,6.2,0,86.5,5,2,18,1,mobile,91.2,0.261,1
41,72123,6625,691,6,0.95,2,0,RENT,home_improvement,21.2,0,61.7,0,9,15,10,mobile,71.2,0.131,1
55,31707,5018,689,15,0.95,6,1,RENT,car,10.0,1,59.2,3,3,10,6,mobile,77.3,0.019,1
40,58261,5706,672,8,0.95,11,0,OWN,other,10.8,0,74.5,0,3,2,11,mobile,70.6,0.194,1
34,113738,9135,772,8,0.95,13,0,OWN,car,10.6,0,51.6,1,0,8,3,mobile,84.2,0.145,1
55,49933,7968,640,10,0.95,10,2,RENT,debt_consolidation,8.3,10,50.1,4,3,20,6,mobile,94.6,0.138,1
51,66269,4975,662,21,0.901,1,0,MORTGAGE,debt_consolidation,12.2,2,58.9,0,0,11,3,mobile,79.1,0.198,1
27,69262,8823,611,11,0.95,9,3,MORTGAGE,education,0.5,11,72.3,1,1,9,6,mobile,89.9,0.152,1
52,33980,7884,719,24,0.95,3,0,MORTGAGE,debt_consolidation,9.1,1,55.7,0,7,15,6,mobile,86.2,0.041,1
54,68174,5602,647,4,0.95,10,0,RENT,home_improvement,9.7,0,67.7,0,6,5,0,mobile,87.1,0.143,1
38,28934,7723,654,3,0.95,7,0,RENT,other,12.1,0,39.9,0,5,6,7,mobile,75.3,0.177,1
62,40883,7876,651,5,0.95,8,4,OWN,medical,3.4,3,76.6,2,2,8,2,mobile,77.2,0.186,1
49,87911,6998,683,28,0.95,9,1,OWN,debt_consolidation,3.7,0,88.2,0,6,18,2,mobile,91.4,0.241,1
36,63611,12974,611,8,0.95,10,1,OWN,medical,3.9,8,55.3,2,1,9,11,desktop,74.6,0.016,0
21,47239,4183,556,0,0.95,1,1,MORTGAGE,home_improvement,10.1,6,74.2,4,7,1,8,mobile,65.2,0.222,0
51,66231,4047,705,9,0.733,15,1,RENT,other,10.1,0,65.1,3,7,9,1,mobile,85.2,0.125,1
30,52731,8967,563,21,0.95,9,2,OWN,car,4.2,4,69.5,8,0,6,1,desktop,55.7,0.165,0
55,54484,9306,726,11,0.95,8,0,RENT,car,15.7,0,64.6,3,6,9,0,desktop,80.9,0.212,1
44,72807,10527,765,11,0.95,6,0,OWN,debt_consolidation,9.1,5,63.8,0,9,20,6,mobile,89.2,0.098,1
42,39053,7219,670,2,0.95,2,0,RENT,debt_consolidation,8.5,3,56.3,0,6,6,8,mobile,78.5,0.125,1
28,55169,6203,751,20,0.95,10,1,MORTGAGE,home_improvement,7.2,5,52.7,2,9,8,8,mobile,98.4,0.191,1
53,47074,8929,678,6,0.95,6,2,MORTGAGE,medical,11.7,5,83.4,0,8,9,0,mobile,77.3,0.11,0
28,26542,7505,767,3,0.95,14,1,MORTGAGE,home_improvement,9.6,1,44.5,0,0,4,3,mobile,81.4,0.175,1
39,35803,16654,654,22,0.95,10,1,MORTGAGE,education,15.6,0,67.7,3,9,4,2,mobile,74.5,0.076,1
58,109721,7866,549,29,0.86,7,2,OWN,debt_consolidation,3.1,5,67.1,2,0,0,10,desktop,67.7,0.236,0
